customer_id,age,gender,location,total_spent,purchase_amount_usd,previous_purchases,frequency_of_purchases,payment_method,category,item_purchased,season,size,color,shipping_type,value_tier,promo_dependency_score,loyalty_type,satisfaction_flag,repeat_buyer_segment,is_subscriber,discount_flag,promo_flag,discount_applied,promo_code_used,review_rating,subscription_status,city_opportunity,city_avg_spend,city_promo_pct,category_type,cat_avg_spend,cat_promo_pct
958,38,Male,Indiana,23,23,11,Quarterly,Cash,Accessories,Scarf,Spring,XL,Violet,Store Pickup,Bronze,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.7,Yes,Low Priority,58.92,0.57,Retention Category,59.84,0.44
959,70,Male,Washington,53,53,31,Bi-Weekly,Credit Card,Footwear,Sneakers,Winter,XL,Beige,Free Shipping,Silver,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.4,Yes,Promo Market,63.33,0.44,Entry Category,60.26,0.43
960,36,Male,Nevada,99,99,12,Fortnightly,Cash,Clothing,Skirt,Spring,M,Cyan,Standard,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.6,Yes,Promo Market,63.38,0.47,Entry Category,60.03,0.42
961,18,Male,Louisiana,48,48,20,Quarterly,Venmo,Accessories,Jewelry,Spring,XL,Indigo,Standard,Silver,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.4,Yes,Growth Market,57.71,0.42,Retention Category,59.84,0.44
962,62,Male,Pennsylvania,72,72,37,Quarterly,Debit Card,Footwear,Boots,Fall,L,Olive,Next Day Air,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.7,Yes,Promo Market,66.57,0.45,Entry Category,60.26,0.43
963,29,Male,Michigan,64,64,26,Fortnightly,Debit Card,Accessories,Sunglasses,Spring,L,Green,Standard,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.4,Yes,Golden Market,62.1,0.4,Retention Category,59.84,0.44
964,21,Male,South Carolina,63,63,14,Weekly,Credit Card,Footwear,Boots,Spring,L,Green,2-Day Shipping,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.5,Yes,Low Priority,58.41,0.5,Entry Category,60.26,0.43
965,42,Male,Arizona,51,51,12,Bi-Weekly,Venmo,Footwear,Sandals,Spring,M,Beige,Next Day Air,Silver,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.6,Yes,Golden Market,66.55,0.34,Entry Category,60.26,0.43
966,43,Male,Delaware,55,55,10,Annually,Credit Card,Footwear,Boots,Spring,L,Black,Store Pickup,Silver,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,5.0,Yes,Low Priority,55.33,0.45,Entry Category,60.26,0.43
967,58,Male,Kentucky,55,55,19,Annually,Cash,Clothing,Dress,Spring,M,Brown,Express,Silver,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.9,Yes,Low Priority,55.72,0.43,Entry Category,60.03,0.42
968,27,Male,Georgia,26,26,4,Weekly,Cash,Clothing,Hoodie,Summer,S,Silver,Store Pickup,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.7,Yes,Growth Market,58.8,0.41,Entry Category,60.03,0.42
969,57,Male,North Carolina,67,67,48,Quarterly,Bank Transfer,Clothing,Shorts,Summer,L,Gray,Next Day Air,Gold,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.1,Yes,Promo Market,60.79,0.45,Entry Category,60.03,0.42
970,40,Male,California,31,31,37,Monthly,Paypal,Outerwear,Coat,Fall,S,Pink,Express,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.2,Yes,Growth Market,59.0,0.42,Entry Category,57.17,0.44
971,45,Male,California,66,66,4,Monthly,Cash,Clothing,Jeans,Winter,S,Maroon,Free Shipping,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.4,Yes,Growth Market,59.0,0.42,Entry Category,60.03,0.42
972,47,Male,Indiana,67,67,15,Weekly,Credit Card,Accessories,Sunglasses,Summer,M,Cyan,Next Day Air,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.3,Yes,Low Priority,58.92,0.57,Retention Category,59.84,0.44
973,61,Male,Colorado,61,61,33,Weekly,Credit Card,Footwear,Sneakers,Winter,L,Gold,Standard,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.0,Yes,Growth Market,56.29,0.41,Entry Category,60.26,0.43
974,60,Male,Colorado,75,75,30,Quarterly,Bank Transfer,Outerwear,Jacket,Fall,M,Teal,2-Day Shipping,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.5,Yes,Growth Market,56.29,0.41,Entry Category,57.17,0.44
975,69,Male,North Carolina,90,90,23,Monthly,Bank Transfer,Clothing,Skirt,Spring,M,Beige,2-Day Shipping,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.6,Yes,Promo Market,60.79,0.45,Entry Category,60.03,0.42
976,58,Male,Washington,40,40,2,Weekly,Bank Transfer,Clothing,Sweater,Summer,M,Olive,2-Day Shipping,Silver,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,3.8,Yes,Promo Market,63.33,0.44,Entry Category,60.03,0.42
977,34,Male,Florida,90,90,50,Every 3 Months,Credit Card,Clothing,T-Shirt,Fall,M,Gray,Express,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.6,Yes,Low Priority,55.85,0.46,Entry Category,60.03,0.42
978,20,Male,Washington,20,20,34,Bi-Weekly,Cash,Accessories,Belt,Spring,M,Black,Express,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.6,Yes,Promo Market,63.33,0.44,Retention Category,59.84,0.44
979,56,Male,Colorado,40,40,33,Weekly,Credit Card,Accessories,Gloves,Summer,M,Turquoise,Standard,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.5,Yes,Growth Market,56.29,0.41,Retention Category,59.84,0.44
980,64,Male,New Hampshire,33,33,34,Monthly,Debit Card,Accessories,Hat,Fall,S,Brown,Store Pickup,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.5,Yes,Low Priority,59.42,0.44,Retention Category,59.84,0.44
981,56,Male,Maryland,98,98,39,Every 3 Months,Paypal,Footwear,Boots,Spring,S,Magenta,Free Shipping,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.0,Yes,Low Priority,55.76,0.44,Entry Category,60.26,0.43
982,27,Male,Maryland,42,42,47,Quarterly,Credit Card,Accessories,Belt,Spring,M,Silver,Next Day Air,Silver,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.5,Yes,Low Priority,55.76,0.44,Retention Category,59.84,0.44
983,35,Male,Texas,62,62,37,Monthly,Paypal,Outerwear,Coat,Summer,S,Red,Standard,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.2,Yes,Golden Market,61.19,0.36,Entry Category,57.17,0.44
984,24,Male,New Mexico,45,45,40,Bi-Weekly,Venmo,Accessories,Hat,Winter,L,Indigo,Free Shipping,Silver,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.5,Yes,Promo Market,61.9,0.44,Retention Category,59.84,0.44
985,26,Male,Utah,78,78,8,Bi-Weekly,Credit Card,Footwear,Shoes,Summer,M,Green,Free Shipping,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.4,Yes,Promo Market,62.58,0.46,Entry Category,60.26,0.43
986,32,Male,West Virginia,80,80,12,Annually,Bank Transfer,Accessories,Handbag,Fall,M,Gray,Express,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,5.0,Yes,Promo Market,63.88,0.49,Retention Category,59.84,0.44
987,54,Male,Connecticut,96,96,36,Monthly,Bank Transfer,Accessories,Scarf,Spring,S,Peach,Store Pickup,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.5,Yes,Growth Market,54.18,0.33,Retention Category,59.84,0.44
988,62,Male,West Virginia,47,47,48,Weekly,Paypal,Accessories,Handbag,Summer,M,Charcoal,Express,Silver,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,2.8,Yes,Promo Market,63.88,0.49,Retention Category,59.84,0.44
989,50,Male,Ohio,84,84,47,Fortnightly,Paypal,Clothing,Pants,Winter,M,Orange,2-Day Shipping,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.9,Yes,Promo Market,60.38,0.44,Entry Category,60.03,0.42
990,70,Male,Texas,31,31,2,Monthly,Bank Transfer,Footwear,Shoes,Spring,M,Beige,Store Pickup,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.1,Yes,Golden Market,61.19,0.36,Entry Category,60.26,0.43
991,48,Male,Washington,63,63,24,Weekly,Cash,Accessories,Sunglasses,Spring,S,Yellow,Store Pickup,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.8,Yes,Promo Market,63.33,0.44,Retention Category,59.84,0.44
992,20,Male,Wisconsin,97,97,40,Bi-Weekly,Bank Transfer,Clothing,Shorts,Spring,XL,White,Standard,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,2.7,Yes,Low Priority,55.95,0.48,Entry Category,60.03,0.42
993,46,Male,Louisiana,99,99,50,Weekly,Debit Card,Outerwear,Jacket,Winter,M,Gray,Express,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.6,Yes,Growth Market,57.71,0.42,Entry Category,57.17,0.44
994,51,Male,Iowa,90,90,25,Weekly,Cash,Footwear,Sandals,Winter,M,Peach,Store Pickup,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.4,Yes,Promo Market,60.88,0.52,Entry Category,60.26,0.43
995,53,Male,New York,68,68,20,Monthly,Debit Card,Footwear,Shoes,Fall,L,Violet,Express,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.2,Yes,Golden Market,60.43,0.41,Entry Category,60.26,0.43
996,44,Male,Idaho,80,80,10,Weekly,Venmo,Accessories,Jewelry,Spring,M,Magenta,2-Day Shipping,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.0,Yes,Golden Market,60.08,0.41,Retention Category,59.84,0.44
997,29,Male,Delaware,91,91,32,Quarterly,Bank Transfer,Footwear,Sandals,Summer,L,Maroon,Standard,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.9,Yes,Low Priority,55.33,0.45,Entry Category,60.26,0.43
998,64,Male,Kentucky,30,30,31,Fortnightly,Cash,Clothing,Pants,Spring,M,Cyan,Express,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.6,Yes,Low Priority,55.72,0.43,Entry Category,60.03,0.42
999,51,Male,Connecticut,90,90,48,Bi-Weekly,Bank Transfer,Footwear,Shoes,Spring,M,White,Next Day Air,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,3.8,Yes,Growth Market,54.18,0.33,Entry Category,60.26,0.43
1000,50,Male,New Mexico,28,28,23,Monthly,Debit Card,Clothing,Socks,Spring,L,Brown,Standard,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.9,Yes,Promo Market,61.9,0.44,Entry Category,60.03,0.42
1001,43,Male,Georgia,46,46,1,Bi-Weekly,Bank Transfer,Clothing,Socks,Winter,M,Red,Express,Silver,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,3.9,Yes,Growth Market,58.8,0.41,Entry Category,60.03,0.42
1002,61,Male,Washington,60,60,4,Fortnightly,Debit Card,Clothing,Dress,Fall,M,Orange,Standard,Silver,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.6,Yes,Promo Market,63.33,0.44,Entry Category,60.03,0.42
1003,55,Male,North Dakota,59,59,3,Bi-Weekly,Bank Transfer,Footwear,Shoes,Spring,M,White,Store Pickup,Silver,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.5,Yes,Promo Market,62.89,0.46,Entry Category,60.26,0.43
1004,56,Male,Ohio,68,68,3,Bi-Weekly,Cash,Accessories,Hat,Fall,M,Green,Store Pickup,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.0,Yes,Promo Market,60.38,0.44,Retention Category,59.84,0.44
1005,33,Male,Tennessee,79,79,44,Annually,Cash,Accessories,Backpack,Summer,M,Black,2-Day Shipping,Gold,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.8,Yes,Golden Market,61.97,0.36,Retention Category,59.84,0.44
1006,43,Male,New York,94,94,5,Bi-Weekly,Debit Card,Accessories,Backpack,Winter,M,Gold,Store Pickup,Platinum,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,3.9,Yes,Golden Market,60.43,0.41,Retention Category,59.84,0.44
1007,21,Male,Michigan,83,83,50,Quarterly,Venmo,Clothing,Pants,Summer,S,Lavender,Next Day Air,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.5,Yes,Golden Market,62.1,0.4,Entry Category,60.03,0.42
1008,58,Male,Georgia,62,62,2,Annually,Credit Card,Accessories,Gloves,Spring,XL,Turquoise,Standard,Gold,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.8,Yes,Growth Market,58.8,0.41,Retention Category,59.84,0.44
1009,41,Male,New Mexico,85,85,29,Annually,Paypal,Accessories,Scarf,Spring,M,Pink,Store Pickup,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.6,Yes,Promo Market,61.9,0.44,Retention Category,59.84,0.44
1010,39,Male,Louisiana,30,30,11,Annually,Venmo,Clothing,Hoodie,Summer,M,Silver,Express,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.1,Yes,Growth Market,57.71,0.42,Entry Category,60.03,0.42
1011,54,Male,South Dakota,24,24,37,Fortnightly,Credit Card,Clothing,Jeans,Spring,XL,Gray,2-Day Shipping,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.7,Yes,Golden Market,60.51,0.37,Entry Category,60.03,0.42
1012,43,Male,Montana,25,25,32,Fortnightly,Debit Card,Accessories,Backpack,Spring,L,Indigo,Next Day Air,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.9,Yes,Golden Market,60.25,0.38,Retention Category,59.84,0.44
1013,28,Male,New Mexico,37,37,27,Annually,Credit Card,Footwear,Sandals,Summer,L,Teal,Express,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,3.8,Yes,Promo Market,61.9,0.44,Entry Category,60.26,0.43
1014,59,Male,South Carolina,69,69,31,Bi-Weekly,Venmo,Accessories,Belt,Summer,XL,Green,2-Day Shipping,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,3.8,Yes,Low Priority,58.41,0.5,Retention Category,59.84,0.44
1015,28,Male,Ohio,97,97,36,Fortnightly,Debit Card,Footwear,Shoes,Summer,M,Violet,Standard,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.0,Yes,Promo Market,60.38,0.44,Entry Category,60.26,0.43
1016,68,Male,North Carolina,24,24,34,Weekly,Cash,Accessories,Gloves,Summer,M,Cyan,Standard,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.1,Yes,Promo Market,60.79,0.45,Retention Category,59.84,0.44
1017,20,Male,Idaho,30,30,15,Every 3 Months,Bank Transfer,Accessories,Belt,Summer,XL,Blue,Express,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.4,Yes,Golden Market,60.08,0.41,Retention Category,59.84,0.44
1018,21,Male,Oklahoma,53,53,14,Annually,Credit Card,Outerwear,Jacket,Fall,L,Orange,Express,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.5,Yes,Low Priority,58.35,0.48,Entry Category,57.17,0.44
1019,50,Male,Georgia,70,70,46,Weekly,Cash,Clothing,Dress,Spring,XL,Charcoal,Next Day Air,Gold,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.9,Yes,Growth Market,58.8,0.41,Entry Category,60.03,0.42
1020,32,Male,Kentucky,76,76,33,Bi-Weekly,Venmo,Clothing,Shirt,Winter,S,Beige,Standard,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.8,Yes,Low Priority,55.72,0.43,Entry Category,60.03,0.42
1021,24,Male,Delaware,95,95,41,Annually,Debit Card,Accessories,Scarf,Fall,M,Black,Express,Platinum,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.5,Yes,Low Priority,55.33,0.45,Retention Category,59.84,0.44
1022,55,Male,Massachusetts,51,51,39,Weekly,Paypal,Outerwear,Coat,Winter,S,Lavender,2-Day Shipping,Silver,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.9,Yes,Promo Market,60.89,0.49,Entry Category,57.17,0.44
1023,61,Male,Nebraska,41,41,7,Annually,Cash,Accessories,Handbag,Winter,M,Lavender,Store Pickup,Silver,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.9,Yes,Low Priority,59.45,0.43,Retention Category,59.84,0.44
1024,61,Male,Maine,71,71,29,Every 3 Months,Bank Transfer,Accessories,Sunglasses,Winter,S,Turquoise,Free Shipping,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.5,Yes,Growth Market,56.99,0.35,Retention Category,59.84,0.44
1025,28,Male,Pennsylvania,66,66,18,Quarterly,Venmo,Clothing,T-Shirt,Summer,M,Purple,Free Shipping,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.5,Yes,Promo Market,66.57,0.45,Entry Category,60.03,0.42
1026,60,Male,Nebraska,84,84,15,Annually,Credit Card,Clothing,Shirt,Winter,M,Olive,Free Shipping,Platinum,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.9,Yes,Low Priority,59.45,0.43,Entry Category,60.03,0.42
1027,49,Male,Virginia,95,95,39,Bi-Weekly,Paypal,Accessories,Handbag,Winter,L,Turquoise,Express,Platinum,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.0,Yes,Golden Market,62.88,0.38,Retention Category,59.84,0.44
1028,33,Male,Ohio,90,90,11,Monthly,Cash,Accessories,Jewelry,Summer,L,Teal,Next Day Air,Platinum,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,2.8,Yes,Promo Market,60.38,0.44,Retention Category,59.84,0.44
1029,45,Male,Nebraska,36,36,4,Fortnightly,Cash,Clothing,Hoodie,Summer,S,Lavender,Standard,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.7,Yes,Low Priority,59.45,0.43,Entry Category,60.03,0.42
1030,29,Male,Ohio,22,22,33,Bi-Weekly,Venmo,Accessories,Gloves,Spring,M,Purple,2-Day Shipping,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.6,Yes,Promo Market,60.38,0.44,Retention Category,59.84,0.44
1031,58,Male,Kentucky,89,89,37,Quarterly,Debit Card,Outerwear,Coat,Winter,L,Blue,Next Day Air,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.3,Yes,Low Priority,55.72,0.43,Entry Category,57.17,0.44
1032,22,Male,Tennessee,50,50,32,Quarterly,Cash,Footwear,Sandals,Spring,M,Teal,Free Shipping,Silver,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.4,Yes,Golden Market,61.97,0.36,Entry Category,60.26,0.43
1033,55,Male,Maine,36,36,44,Quarterly,Credit Card,Footwear,Boots,Fall,M,Lavender,Free Shipping,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.0,Yes,Growth Market,56.99,0.35,Entry Category,60.26,0.43
1034,19,Male,Montana,52,52,41,Quarterly,Bank Transfer,Clothing,Pants,Spring,S,Silver,Free Shipping,Silver,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.6,Yes,Golden Market,60.25,0.38,Entry Category,60.03,0.42
1035,68,Male,Maryland,29,29,44,Weekly,Bank Transfer,Clothing,Socks,Fall,M,Olive,Next Day Air,Bronze,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.2,Yes,Low Priority,55.76,0.44,Entry Category,60.03,0.42
1036,61,Male,Georgia,89,89,32,Annually,Venmo,Clothing,Blouse,Fall,M,Brown,Express,Platinum,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.8,Yes,Growth Market,58.8,0.41,Entry Category,60.03,0.42
1037,68,Male,Hawaii,47,47,13,Monthly,Bank Transfer,Accessories,Handbag,Fall,M,Yellow,2-Day Shipping,Silver,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.7,Yes,Low Priority,57.72,0.49,Retention Category,59.84,0.44
1038,52,Male,Rhode Island,25,25,48,Quarterly,Debit Card,Accessories,Jewelry,Spring,XL,Brown,Standard,Bronze,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,3.4,Yes,Golden Market,61.44,0.4,Retention Category,59.84,0.44
1039,41,Male,Nebraska,74,74,3,Weekly,Bank Transfer,Clothing,Pants,Fall,XL,Cyan,Express,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.0,Yes,Low Priority,59.45,0.43,Entry Category,60.03,0.42
1040,29,Male,Michigan,46,46,39,Monthly,Venmo,Accessories,Belt,Fall,M,Magenta,Standard,Silver,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.8,Yes,Golden Market,62.1,0.4,Retention Category,59.84,0.44
1041,68,Male,North Carolina,22,22,7,Fortnightly,Cash,Clothing,Jeans,Fall,S,Magenta,Next Day Air,Bronze,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.0,Yes,Promo Market,60.79,0.45,Entry Category,60.03,0.42
1042,36,Male,Minnesota,25,25,11,Fortnightly,Cash,Clothing,Shirt,Summer,M,Orange,Next Day Air,Bronze,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.9,Yes,Low Priority,56.56,0.44,Entry Category,60.03,0.42
1043,55,Male,Maryland,80,80,47,Weekly,Credit Card,Accessories,Belt,Spring,M,Maroon,Next Day Air,Gold,1.0,Discount Dependent,High,High,1,1,1,Yes,Yes,4.9,Yes,Low Priority,55.76,0.44,Retention Category,59.84,0.44
1044,28,Male,Hawaii,76,76,28,Fortnightly,Debit Card,Clothing,Jeans,Spring,M,Green,2-Day Shipping,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,3.3,Yes,Low Priority,57.72,0.49,Entry Category,60.03,0.42
1045,39,Male,Oregon,30,30,17,Every 3 Months,Bank Transfer,Clothing,Jeans,Summer,L,Teal,Next Day Air,Bronze,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,4.4,Yes,Low Priority,57.34,0.51,Entry Category,60.03,0.42
1046,54,Male,New Mexico,79,79,11,Bi-Weekly,Paypal,Clothing,Sweater,Fall,L,Black,2-Day Shipping,Gold,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.5,Yes,Promo Market,61.9,0.44,Entry Category,60.03,0.42
1047,40,Male,Illinois,22,22,12,Annually,Venmo,Footwear,Sneakers,Winter,M,Magenta,Standard,Bronze,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.2,Yes,Golden Market,61.05,0.4,Entry Category,60.26,0.43
1048,31,Male,Utah,36,36,7,Fortnightly,Credit Card,Clothing,Socks,Fall,S,Olive,Standard,Bronze,1.0,Discount Dependent,High,Low,1,1,1,Yes,Yes,4.2,Yes,Promo Market,62.58,0.46,Entry Category,60.03,0.42
1049,30,Male,Maine,77,77,19,Fortnightly,Venmo,Clothing,Socks,Fall,L,Yellow,Standard,Gold,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.7,Yes,Growth Market,56.99,0.35,Entry Category,60.03,0.42
1050,45,Male,Virginia,33,33,24,Quarterly,Cash,Accessories,Sunglasses,Fall,S,Purple,Store Pickup,Bronze,1.0,Discount Dependent,Low,Medium,1,1,1,Yes,Yes,2.8,Yes,Golden Market,62.88,0.38,Retention Category,59.84,0.44
1051,48,Male,Florida,64,64,19,Monthly,Venmo,Footwear,Sneakers,Winter,M,Beige,Next Day Air,Gold,1.0,Discount Dependent,High,Medium,1,1,1,Yes,Yes,3.8,Yes,Low Priority,55.85,0.46,Entry Category,60.26,0.43
1052,45,Male,Ohio,53,53,39,Annually,Paypal,Clothing,Socks,Fall,M,Indigo,Free Shipping,Silver,1.0,Discount Dependent,Low,High,1,1,1,Yes,Yes,2.6,Yes,Promo Market,60.38,0.44,Entry Category,60.03,0.42
1053,60,Male,Virginia,36,36,1,Fortnightly,Credit Card,Footwear,Shoes,Fall,XL,Pink,2-Day Shipping,Bronze,1.0,Discount Dependent,Low,Low,1,1,1,Yes,Yes,3.0,Yes,Golden Market,62.88,0.38,Entry Category,60.26,0.43
1054,59,Male,Kansas,70,70,10,Bi-Weekly,Debit Card,Clothing,Blouse,Spring,M,Blue,2-Day Shipping,Gold,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.3,No,Growth Market,54.56,0.24,Entry Category,60.03,0.42
1055,18,Male,Arkansas,96,96,48,Quarterly,Paypal,Clothing,Shorts,Winter,L,Cyan,Express,Platinum,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.9,No,Promo Market,61.11,0.47,Entry Category,60.03,0.42
1056,70,Male,Massachusetts,27,27,24,Annually,Debit Card,Outerwear,Jacket,Spring,M,Orange,Next Day Air,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.3,No,Promo Market,60.89,0.49,Entry Category,57.17,0.44
1057,20,Male,Idaho,64,64,42,Fortnightly,Venmo,Clothing,Sweater,Winter,L,Black,2-Day Shipping,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.9,No,Golden Market,60.08,0.41,Entry Category,60.03,0.42
1058,65,Male,Wisconsin,23,23,20,Weekly,Credit Card,Outerwear,Jacket,Spring,S,Maroon,2-Day Shipping,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.4,No,Low Priority,55.95,0.48,Entry Category,57.17,0.44
1059,29,Male,New Mexico,33,33,49,Every 3 Months,Bank Transfer,Accessories,Scarf,Summer,L,Violet,Next Day Air,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.1,No,Promo Market,61.9,0.44,Retention Category,59.84,0.44
1060,22,Male,North Carolina,34,34,25,Monthly,Debit Card,Outerwear,Jacket,Winter,M,Beige,Standard,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.5,No,Promo Market,60.79,0.45,Entry Category,57.17,0.44
1061,27,Male,Iowa,35,35,21,Every 3 Months,Debit Card,Clothing,Sweater,Summer,S,Gray,Next Day Air,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.6,No,Promo Market,60.88,0.52,Entry Category,60.03,0.42
1062,36,Male,Idaho,62,62,12,Every 3 Months,Venmo,Outerwear,Coat,Summer,M,Gray,Free Shipping,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.4,No,Golden Market,60.08,0.41,Entry Category,57.17,0.44
1063,59,Male,Ohio,75,75,21,Every 3 Months,Debit Card,Footwear,Boots,Fall,M,Brown,Next Day Air,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.6,No,Promo Market,60.38,0.44,Entry Category,60.26,0.43
